Origin,Destination,Avail,Due
OCA,SAV,182,266
WPB,JAX,86,169
DOT,JAX,42,127
CBS,MTG,86,171
ATH,MIA,90,191
BHM,WPB,38,141
WPB,ATL,134,230
COL,MBL,42,139
ORL,ATL,40,129
BHM,PEN,134,217
FSC,BHM,182,274
TFT,FTM,86,177
FTM,TPA,40,118
ORL,AUG,40,136
MTG,FSC,138,230
MBL,FSC,136,236
TPA,DOT,182,272
OCA,PEN,90,178
MBL,TAL,186,268
CHS,ORL,88,177
BHM,SAV,38,128
ATL,WPB,136,232
HNT,GVL,86,176
BHM,ORL,38,137
WPB,GVL,42,142
BHM,DOT,186,267
TPA,GVL,88,185
HNT,BHM,40,117
MIA,COL,182,282
ATL,JAX,86,172
TFT,BHM,182,266
DOT,HNT,40,126
ATL,HNT,134,216
ATH,TAL,86,174
MTG,HNT,138,220
TPA,ATH,88,182
MIA,MBL,182,284
MBL,JAX,184,274
JAX,FTM,40,124
ORL,CBS,138,233
CHS,CBS,38,131
DOT,MBL,134,221
FSC,MTG,138,230
TPA,CHS,88,179
FTM,AUG,184,286
SAV,MBL,42,140
WPB,MBL,182,282
TAL,ORL,90,175
BHM,FSC,136,228
HNT,TFT,40,130
TAL,ORL,184,269
MBL,FSC,182,282
ATH,BHM,138,223
MTG,FTM,134,235
TAL,ORL,136,221
SAV,FTM,88,178
CHS,MTG,182,277
BHM,FSC,90,182
MTG,COL,86,175
FTM,ATL,42,137
ATH,TPA,134,229
DOT,JAX,136,221
PEN,FTM,86,197
PEN,DOT,136,221
WPB,PEN,182,280
ORL,DOT,184,272
GVL,TAL,38,129
TPA,BHM,134,231
OCA,PEN,186,274
AUG,BHM,186,273
ORL,MBL,184,277
WPB,JAX,182,265
CHS,ORL,138,227
ATL,CHS,134,221
WPB,HNT,182,288
WPB,TFT,86,176
BHM,COL,42,131
FTM,WPB,42,129
TFT,OCA,90,175
ATH,ORL,86,181
TFT,BHM,40,124
MIA,HNT,90,196
ATH,AUG,40,124
MTG,FSC,42,134
JAX,MBL,38,128
TAL,BHM,90,175
MTG,ATH,184,269
TFT,WPB,88,178
ATL,CBS,184,262
ATH,COL,136,222
BHM,DOT,184,265
DOT,HNT,184,270
TAL,HNT,38,128
OCA,CHS,182,270
PEN,OCA,42,130
ATL,COL,134,215
ATH,TFT,40,125
JAX,FTM,86,170
DOT,HNT,138,224
BHM,MIA,90,196
TPA,HNT,86,185
COL,ATL,42,123
TPA,FTM,40,118
TAL,GVL,42,133
FSC,MTG,184,276
ATH,FSC,182,271
ATL,JAX,88,174
SAV,DOT,40,131
MIA,FTM,42,121
MBL,WPB,134,235
JAX,MTG,42,135
TFT,BHM,90,174
HNT,PEN,88,176
ATH,HNT,138,225
CHS,MTG,138,233
GVL,TFT,184,272
JAX,TPA,134,215
WPB,HNT,86,192
BHM,MIA,88,194
MBL,CHS,134,237
JAX,MBL,138,228
WPB,GVL,38,138
TFT,ATL,138,218
TPA,MTG,138,235
GVL,PEN,40,133
BHM,MTG,138,215
GVL,JAX,138,226
FTM,TPA,136,214
