Origin,Destination,Avail,Due
MIA,CHS,42,152
GVL,BHM,86,186
GVL,PEN,182,287
DOT,AUG,184,284
WPB,AUG,42,157
CBS,ORL,136,244
PEN,FSC,138,247
MTG,CBS,134,231
ATH,ATL,90,179
CBS,PEN,88,191
ATL,OCA,136,236
ORL,BHM,134,247
OCA,JAX,88,178
MIA,TPA,90,185
MIA,HNT,138,256
CBS,HNT,184,281
SAV,MTG,88,190
FSC,HNT,90,196
TFT,MTG,186,286
BHM,CHS,38,145
GVL,TPA,86,195
SAV,DOT,38,141
SAV,MBL,86,196
AUG,SAV,38,139
CBS,GVL,138,236
CBS,ATL,186,276
MBL,TAL,186,280
TAL,HNT,42,144
ATH,WPB,42,155
TPA,MIA,42,137
BHM,FTM,40,156
TFT,WPB,186,288
WPB,SAV,90,191
JAX,SAV,88,178
BHM,AUG,134,233
FTM,MBL,40,153
PEN,MTG,38,138
HNT,GVL,134,236
JAX,WPB,182,277
WPB,ATH,138,251
MTG,TAL,184,277
TFT,WPB,90,192
TPA,FTM,186,276
TPA,FSC,134,247
BHM,MIA,90,208
CHS,SAV,38,138
WPB,JAX,186,281
ORL,WPB,186,277
ORL,CHS,184,285
TAL,MIA,90,196
BHM,TAL,88,186
TAL,PEN,182,274
WPB,GVL,90,202
MBL,MTG,136,236
MBL,FTM,38,149
JAX,OCA,134,224
WPB,TPA,134,227
BHM,COL,40,141
ORL,WPB,38,129
ATH,PEN,186,288
TFT,TAL,182,285
HNT,JAX,136,245
DOT,AUG,40,140
JAX,CBS,40,136
FTM,HNT,38,155
ORL,CBS,90,197
TAL,TPA,182,277
TPA,ATL,86,187
ATL,TFT,42,134
DOT,MTG,42,140
DOT,HNT,184,282
WPB,AUG,86,201
FTM,OCA,184,279
JAX,TAL,42,134
PEN,SAV,38,145
ATH,ATL,42,131
BHM,TAL,90,188
OCA,AUG,90,195
ATH,PEN,86,188
GVL,TPA,134,243
ORL,WPB,138,229
WPB,CHS,138,243
FTM,FSC,136,255
ATL,MIA,42,150
ATL,CHS,86,185
ATL,MBL,90,190
ATH,BHM,42,139
TFT,CBS,136,234
MTG,AUG,90,189
ATL,MTG,136,228
ATH,PEN,136,238
