Origin,Destination,Avail,Due
ORL,TPA,86,174
MIA,OCA,90,186
ATL,HNT,136,230
TPA,BHM,86,195
TPA,SAV,134,233
OCA,ATH,182,285
FTM,TFT,186,287
WPB,MIA,136,224
ATL,CHS,134,233
OCA,TAL,88,180
WPB,GVL,42,154
PEN,SAV,134,241
FTM,CBS,88,201
WPB,COL,42,149
CBS,ATH,38,133
CBS,JAX,86,190
SAV,MTG,86,188
WPB,TAL,88,190
JAX,AUG,86,190
TFT,WPB,138,240
MIA,CHS,138,248
CHS,OCA,136,236
HNT,FTM,38,158
CHS,DOT,90,198
TPA,GVL,40,149
FTM,DOT,134,242
GVL,BHM,88,188
BHM,MIA,40,158
TAL,OCA,90,182
OCA,MIA,40,144
WPB,BHM,134,251
TPA,MTG,138,247
TPA,ATL,90,191
BHM,CHS,42,149
ORL,MIA,90,184
MTG,BHM,38,127
ATH,FTM,38,153
CHS,PEN,38,148
TPA,FTM,136,226
AUG,ATH,38,134
MBL,MIA,138,254
TPA,TAL,86,183
ATH,BHM,136,233
PEN,WPB,90,201
GVL,JAX,138,238
ORL,ATH,86,192
MIA,CBS,42,156
MTG,MIA,42,157
GVL,TAL,42,145
ATH,DOT,182,280
ORL,ATL,90,191
ORL,GVL,88,197
COL,MBL,40,149
ATL,DOT,186,279
ATH,FTM,134,249
ATH,BHM,184,281
TPA,COL,88,193
MBL,CBS,40,143
PEN,AUG,88,192
AUG,JAX,42,147
AUG,CBS,138,235
BHM,ATL,134,226
BHM,AUG,40,139
TAL,ATL,40,135
ATL,JAX,182,280
WPB,JAX,138,233
JAX,ATH,134,236
ATL,TPA,90,192
GVL,ATL,40,132
TPA,TAL,186,283
MBL,TPA,86,191
TFT,GVL,40,140
TFT,DOT,42,143
ATL,ATH,40,129
BHM,TFT,186,283
ATL,BHM,86,178
PEN,TPA,90,193
OCA,WPB,184,285
COL,BHM,186,287
MTG,FSC,38,142
PEN,ORL,38,143
PEN,ORL,42,147
TPA,ATL,42,143
MTG,FSC,136,240
WPB,BHM,40,157
CBS,PEN,184,287
OCA,AUG,40,145
JAX,PEN,86,186
CBS,JAX,136,240
AUG,ORL,134,243
FSC,BHM,134,238
MIA,OCA,134,230
TFT,MBL,136,244
MTG,TAL,184,277
ATL,CHS,138,237
ATL,CBS,40,130
GVL,CBS,186,284
ATL,PEN,138,235
TPA,SAV,138,237
