Origin,Destination,Avail,Due
MIA,CBS,42,96
WPB,ATH,182,235
BHM,AUG,42,81
MTG,JAX,136,177
ATL,BHM,230,262
AUG,PEN,138,182
MTG,CBS,88,125
BHM,FSC,38,82
PEN,JAX,88,128
CBS,GVL,42,80
WPB,AUG,136,191
ATL,PEN,182,219
CBS,ATH,186,221
AUG,ORL,134,183
JAX,ATH,90,132
FTM,JAX,138,177
FTM,TFT,230,271
COL,TFT,182,223
AUG,PEN,184,228
MTG,AUG,186,225
CHS,PEN,38,88
TPA,CHS,234,277
SAV,MTG,42,84
SAV,MTG,86,128
TPA,CHS,136,179
JAX,MBL,186,228
ATL,MTG,86,118
COL,MBL,42,91
ATH,CHS,234,278
HNT,MIA,90,148
COL,MBL,186,235
DOT,ATL,42,75
OCA,MIA,90,134
OCA,DOT,182,219
CBS,OCA,234,280
TFT,WPB,234,276
JAX,MTG,134,179
TPA,FTM,88,118
PEN,MIA,234,288
PEN,TFT,232,277
DOT,BHM,138,171
ORL,MTG,38,87
TFT,JAX,230,261
SAV,MBL,232,282
OCA,FTM,184,226
GVL,MIA,88,142
OCA,MTG,182,228
FTM,JAX,184,223
ATL,TAL,86,121
ORL,BHM,90,143
FTM,TPA,40,70
HNT,TFT,134,176
TPA,CBS,42,89
BHM,GVL,184,224
SAV,PEN,42,89
GVL,FTM,138,190
ATL,DOT,40,73
TFT,JAX,90,121
TPA,TAL,88,125
OCA,TAL,136,168
PEN,BHM,184,219
TPA,MIA,184,219
GVL,CBS,230,268
PEN,JAX,234,274
ATL,GVL,234,266
ATH,BHM,230,267
MIA,HNT,88,146
FTM,HNT,136,193
DOT,MBL,136,175
TPA,JAX,182,215
BHM,SAV,182,224
OCA,FTM,182,224
FTM,GVL,232,287
BHM,CHS,230,277
HNT,OCA,40,90
FTM,TAL,86,129
CHS,ORL,88,129
FTM,CHS,136,185
CBS,TAL,90,131
SAV,OCA,42,78
MTG,PEN,38,78
CHS,OCA,234,274
COL,BHM,134,175
GVL,JAX,186,226
CHS,PEN,138,188
FTM,HNT,38,95
FTM,JAX,134,173
MBL,OCA,230,272
CBS,TAL,86,127
MIA,BHM,138,200
DOT,JAX,186,223
MTG,BHM,186,215
WPB,OCA,182,223
MIA,CBS,234,288
MBL,GVL,232,280
PEN,SAV,38,85
OCA,ATL,232,270
MIA,TPA,86,121
OCA,GVL,234,280
TPA,WPB,232,265
ORL,JAX,134,165
ATH,TAL,90,130
ATH,TAL,138,178
FTM,TFT,90,131
CBS,TAL,134,175
TPA,CBS,138,185
JAX,FTM,40,76
CBS,BHM,134,166
MIA,MBL,186,240
ATL,FSC,234,270
SAV,JAX,42,72
FTM,WPB,182,221
FTM,CHS,40,89
TFT,AUG,230,269
MTG,ATL,138,170
DOT,CHS,138,186
ORL,TAL,90,125
ATL,MIA,186,234
TAL,ORL,182,219
GVL,MIA,42,96
TFT,TAL,234,277
DOT,AUG,88,128
JAX,ATL,182,219
TAL,JAX,90,122
SAV,JAX,134,164
FTM,TPA,230,260
MIA,MBL,232,286
BHM,ATH,230,267
WPB,COL,38,85
TAL,ATH,134,174
CHS,MTG,230,277
ATH,MIA,88,141
MTG,ATH,42,79
AUG,ATL,88,119
MIA,ORL,134,168
BHM,GVL,232,272
CHS,MTG,184,231
TPA,SAV,234,273
GVL,TFT,182,222
ORL,ATH,88,134
BHM,ATH,86,123
WPB,MBL,134,186
OCA,ORL,234,263
ORL,CHS,86,127
ATL,BHM,90,122
TFT,AUG,138,177
DOT,BHM,182,215
MIA,CHS,230,280
JAX,TFT,86,117
JAX,DOT,182,219
