Origin,Destination,Avail,Due
ATL,ORL,184,250
JAX,CHS,88,146
OCA,GVL,136,206
BHM,FSC,88,156
ATL,JAX,186,248
SAV,MIA,136,204
MTG,GVL,186,250
WPB,SAV,134,199
ATH,ATL,40,93
AUG,CBS,138,199
MTG,CHS,134,205
HNT,ATL,138,196
BHM,MIA,90,172
ATL,MIA,134,206
ATH,MBL,86,155
MBL,ATL,138,202
SAV,ORL,186,247
AUG,ATH,86,146
MIA,MTG,184,264
ATL,JAX,182,244
ORL,ATL,138,203
COL,OCA,42,115
OCA,GVL,42,112
TPA,ATL,90,155
MIA,ORL,86,144
TFT,GVL,184,248
GVL,TFT,86,150
CHS,MIA,182,254
GVL,DOT,88,153
ATH,ATL,232,285
WPB,SAV,186,251
ATH,MBL,182,251
WPB,ATL,186,258
TFT,DOT,182,247
HNT,ATL,186,244
JAX,OCA,230,284
BHM,FTM,138,218
DOT,OCA,184,245
TAL,ORL,182,243
DOT,FSC,138,207
TFT,BHM,42,102
MIA,OCA,182,242
BHM,CBS,230,286
PEN,WPB,184,259
TFT,TPA,186,250
AUG,BHM,184,247
ORL,SAV,134,195
TPA,FTM,186,240
FTM,FSC,184,267
PEN,GVL,88,157
MIA,ATL,136,208
MBL,JAX,136,202
WPB,ATH,38,115
TPA,HNT,42,117
FTM,COL,86,161
FTM,TPA,40,94
ORL,BHM,134,211
GVL,HNT,90,156
BHM,TAL,134,196
ATH,PEN,86,152
MBL,TAL,38,96
TPA,BHM,186,259
MBL,MIA,38,118
AUG,CBS,88,149
PEN,GVL,186,255
BHM,ATH,134,195
BHM,ATL,232,288
ATH,GVL,134,195
ATH,ATL,38,91
TPA,MBL,186,257
OCA,DOT,134,195
TFT,ATL,182,238
MBL,ORL,182,253
JAX,FTM,134,194
CHS,SAV,90,154
ATL,AUG,184,239
MBL,BHM,42,101
TPA,TAL,182,243
MBL,MTG,134,198
FTM,MIA,88,153
GVL,MBL,86,158
ATL,TPA,86,152
BHM,DOT,40,97
JAX,BHM,86,156
ATH,GVL,88,149
MIA,DOT,184,257
BHM,MBL,90,149
GVL,ORL,38,109
ATL,AUG,86,141
ATL,CHS,90,153
MIA,ORL,186,244
ORL,JAX,134,189
PEN,CHS,40,116
BHM,PEN,184,243
WPB,MIA,234,286
ATH,TAL,136,200
ATL,BHM,182,238
ATL,JAX,138,200
DOT,PEN,38,99
SAV,TPA,134,197
ORL,TAL,38,97
MIA,TAL,38,106
TFT,SAV,138,199
FTM,TAL,38,105
FTM,ATL,40,111
AUG,DOT,90,154
MBL,ATL,182,246
JAX,TPA,184,241
TFT,ATH,40,101
MIA,ATL,134,206
GVL,MTG,136,200
AUG,ATL,88,143
TPA,MIA,88,147
WPB,HNT,86,168
CHS,MBL,88,167
CHS,ATL,38,101
PEN,ORL,86,155
MIA,TAL,186,254
PEN,ATL,134,195
SAV,JAX,86,140
ATH,FTM,88,167
TFT,ORL,182,244
TPA,CHS,138,205
AUG,MIA,182,261
JAX,TPA,136,193
WPB,PEN,184,258
FTM,OCA,134,193
MBL,TPA,86,155
AUG,CBS,38,99
SAV,AUG,136,201
ATL,ATH,86,139
MBL,GVL,136,208
GVL,TPA,186,259
PEN,TAL,90,146
CHS,MTG,86,157
ATL,FSC,90,150
TPA,HNT,90,165
CBS,MTG,38,99
ATL,FTM,134,208
WPB,JAX,134,193
CBS,MBL,136,203
ATL,AUG,136,191
TAL,ORL,186,247
BHM,GVL,134,198
GVL,MBL,138,210
BHM,MTG,134,187
MBL,CHS,88,167
MBL,CBS,186,253
JAX,PEN,136,200
MIA,MBL,42,120
MIA,PEN,40,116
WPB,MIA,136,188
FTM,MTG,138,217
TPA,OCA,138,191
TPA,SAV,138,201
TFT,TAL,184,251
TPA,COL,134,203
TPA,PEN,88,157
MIA,TPA,38,97
TAL,JAX,184,240
ORL,CHS,182,247
BHM,AUG,182,245
PEN,CHS,134,210
ATH,MTG,38,99
TFT,JAX,138,193
TAL,OCA,182,238
FTM,DOT,136,208
ATL,HNT,230,288
TAL,FSC,134,205
MTG,CHS,138,209
FTM,TPA,38,92
TPA,TAL,134,195
MBL,DOT,134,202
TPA,MIA,186,245
JAX,WPB,42,101
HNT,JAX,88,161
HNT,FTM,136,220
FTM,OCA,42,101
PEN,GVL,138,207
ATL,TFT,184,240
WPB,ATL,138,210
OCA,MIA,38,106
MIA,ATH,88,165
MIA,FTM,88,143
JAX,OCA,88,142
ORL,GVL,40,113
ATL,SAV,136,194
