Origin,Destination,Avail,Due
MIA,HNT,136,194
ATL,FSC,138,174
FSC,BHM,42,86
ORL,ATH,86,132
GVL,HNT,134,176
OCA,JAX,234,264
CBS,WPB,232,286
ATL,TAL,182,217
MBL,CBS,38,81
FTM,ATL,86,133
GVL,JAX,234,274
WPB,GVL,134,186
JAX,DOT,88,125
TAL,JAX,230,262
ATL,AUG,184,215
TAL,OCA,40,72
MTG,ATH,38,75
TPA,COL,88,133
ORL,OCA,40,69
AUG,ATL,90,121
JAX,ATL,38,75
HNT,FTM,90,150
BHM,TPA,40,89
TAL,OCA,90,122
ATL,COL,234,267
ORL,TFT,234,272
WPB,FTM,138,177
MTG,ATH,134,171
MBL,SAV,42,92
GVL,MBL,42,90
ATH,GVL,40,77
MBL,CHS,184,239
HNT,MTG,184,218
ATH,GVL,90,127
MIA,OCA,232,268
ATL,FSC,136,172
GVL,PEN,90,135
HNT,TAL,182,225
ORL,JAX,186,217
FTM,BHM,90,145
GVL,DOT,86,127
TPA,COL,136,181
ATL,GVL,86,118
GVL,ATH,40,77
TFT,OCA,86,123
TPA,FTM,88,118
BHM,DOT,88,121
MBL,TAL,186,220
MTG,JAX,184,225
JAX,ATL,234,271
AUG,SAV,42,83
ORL,CHS,138,179
PEN,WPB,182,233
GVL,ORL,136,183
ATL,MTG,136,168
BHM,JAX,134,178
OCA,JAX,182,212
ATL,FSC,182,218
ATH,CHS,234,278
BHM,ATH,186,223
TFT,ATL,182,214
MIA,WPB,134,162
WPB,ATL,90,138
TPA,BHM,230,279
MBL,AUG,42,89
ATH,SAV,184,223
TAL,BHM,138,175
FTM,TPA,184,214
PEN,BHM,86,121
PEN,DOT,88,125
FTM,FSC,42,101
MBL,ATL,184,224
BHM,CBS,90,122
ORL,OCA,182,211
MIA,ORL,134,168
TPA,JAX,138,171
TPA,FTM,186,216
MBL,DOT,186,230
MIA,CHS,182,232
OCA,ATL,230,268
MBL,BHM,42,77
AUG,BHM,42,81
AUG,TPA,38,87
MBL,ATH,138,183
BHM,TFT,86,123
JAX,FTM,182,218
SAV,MBL,136,186
PEN,DOT,86,123
MTG,ATH,234,271
COL,CBS,186,225
ATL,TPA,184,226
ORL,GVL,90,139
MBL,BHM,40,75
CBS,WPB,38,92
MIA,BHM,88,150
ORL,JAX,232,263
ATL,JAX,186,224
FTM,PEN,88,139
ATL,CHS,234,273
GVL,ATL,184,216
JAX,TPA,42,75
FSC,ATL,230,266
ORL,TAL,134,169
TAL,TPA,186,221
ORL,PEN,138,181
MIA,PEN,40,92
ATH,MTG,88,125
ORL,DOT,42,82
ORL,JAX,134,165
MTG,CBS,38,75
OCA,TPA,182,221
DOT,ORL,42,84
ORL,AUG,88,136
ATL,JAX,182,220
OCA,CHS,182,222
TFT,ATL,90,122
JAX,CBS,184,220
MIA,TPA,42,77
GVL,BHM,42,82
MBL,ATL,40,80
ORL,FTM,182,216
ORL,JAX,40,71
DOT,BHM,182,215
PEN,ORL,182,227
MIA,MBL,232,286
ATH,OCA,38,83
MTG,BHM,90,119
ATL,HNT,90,124
TFT,CHS,86,127
TFT,TPA,40,80
GVL,OCA,42,88
MIA,OCA,42,78
WPB,ATL,88,136
MIA,ATL,138,186
JAX,AUG,42,86
ATH,MIA,184,237
