Origin,Destination,Avail,Due
BHM,FSC,134,202
JAX,ORL,86,141
CHS,OCA,186,250
GVL,ATH,38,99
TFT,ORL,134,196
ATL,COL,90,147
ATL,PEN,86,147
DOT,FSC,138,207
MIA,DOT,40,113
MTG,DOT,182,244
CBS,JAX,186,254
SAV,ORL,184,245
MIA,HNT,182,264
SAV,MTG,182,248
ATH,DOT,90,152
ORL,PEN,42,109
ORL,JAX,86,141
ORL,MTG,184,257
COL,OCA,184,257
COL,TFT,186,251
BHM,TFT,136,197
HNT,FSC,136,206
ATL,MIA,38,110
GVL,MTG,40,104
TPA,AUG,184,256
MTG,CBS,184,245
OCA,SAV,40,100
PEN,OCA,86,150
ATH,PEN,38,104
MTG,ATL,38,94
MTG,AUG,40,103
TFT,JAX,42,97
AUG,HNT,136,201
TFT,DOT,88,153
PEN,TFT,134,203
OCA,MTG,40,110
MBL,GVL,182,254
SAV,BHM,38,104
SAV,ORL,40,101
ATH,GVL,134,195
OCA,WPB,134,199
ATL,DOT,42,99
TAL,FSC,182,253
DOT,PEN,86,147
FTM,ATL,186,257
PEN,MIA,88,166
CBS,OCA,88,158
SAV,ATH,186,249
COL,ATL,88,145
JAX,ATH,138,204
PEN,ORL,88,157
TAL,MBL,138,196
GVL,MIA,136,214
ORL,BHM,88,165
ORL,TPA,42,94
MTG,AUG,184,247
GVL,BHM,38,102
MIA,ORL,86,144
DOT,MIA,88,163
HNT,MIA,40,122
JAX,DOT,134,195
MTG,MBL,86,150
ATH,BHM,90,151
OCA,ATL,42,104
TFT,WPB,86,152
MIA,ATH,40,117
BHM,TAL,134,196
GVL,ATL,182,238
ORL,GVL,40,113
CBS,PEN,182,249
COL,TFT,86,151
GVL,ORL,184,255
CBS,MBL,136,203
TPA,PEN,184,253
HNT,OCA,134,208
BHM,ORL,42,117
CHS,ORL,88,153
GVL,TFT,86,150
TPA,PEN,42,111
TAL,ATH,86,150
MIA,DOT,186,259
SAV,FTM,88,154
BHM,AUG,184,247
MTG,FTM,186,263
ORL,HNT,40,115
JAX,TFT,40,95
DOT,BHM,138,195
PEN,GVL,136,205
HNT,JAX,42,115
JAX,ORL,38,93
DOT,FSC,86,155
TAL,FSC,90,161
ATH,PEN,138,204
BHM,JAX,134,202
HNT,COL,86,153
DOT,ORL,136,202
ATH,CBS,88,147
JAX,ORL,88,143
