Origin,Destination,Avail,Due
ATL,ORL,138,168
WPB,SAV,138,167
JAX,ATL,184,209
ATH,TPA,232,267
TFT,FTM,90,121
AUG,OCA,42,77
GVL,TFT,186,214
DOT,WPB,230,266
WPB,FTM,88,115
MTG,MIA,136,179
FTM,DOT,86,122
AUG,ORL,232,269
SAV,TFT,40,65
DOT,CBS,182,209
WPB,ATL,40,76
TFT,DOT,184,213
ORL,MBL,234,267
FTM,JAX,90,117
DOT,TPA,230,258
HNT,TFT,138,168
FTM,CHS,186,223
MIA,ATH,232,273
MIA,WPB,136,152
MBL,TFT,232,268
WPB,ATL,42,78
TPA,CHS,134,165
TFT,MBL,38,74
TFT,FSC,90,122
HNT,MIA,232,278
MBL,TPA,182,215
DOT,TPA,42,70
JAX,DOT,88,113
BHM,CHS,88,123
ATL,MBL,38,66
COL,MBL,138,175
DOT,CBS,230,257
TFT,MTG,184,212
FTM,OCA,136,159
TPA,SAV,136,163
FTM,HNT,138,183
DOT,TPA,136,164
PEN,AUG,40,72
GVL,TPA,182,219
TPA,HNT,42,81
ORL,BHM,186,227
ATL,OCA,86,114
GVL,JAX,230,258
FTM,FSC,134,181
MTG,COL,232,261
CHS,TPA,182,213
MTG,ATL,230,250
ORL,GVL,186,223
ORL,SAV,230,255
OCA,MBL,136,166
BHM,JAX,90,122
ATL,MIA,134,170
OCA,TPA,134,161
AUG,TAL,86,116
GVL,WPB,138,177
FTM,SAV,138,171
DOT,PEN,234,259
ATH,GVL,182,207
TPA,FSC,86,127
TPA,TAL,232,257
COL,ATL,138,159
TAL,BHM,38,63
DOT,PEN,88,113
WPB,TFT,86,116
MBL,AUG,90,125
MBL,CHS,90,133
SAV,MIA,136,168
BHM,ATH,138,163
AUG,ATH,186,210
TFT,DOT,182,211
DOT,JAX,234,259
DOT,OCA,88,113
TFT,BHM,88,112
FSC,BHM,230,262
MIA,ORL,182,204
ORL,MTG,232,269
TPA,BHM,234,271
ATL,PEN,232,257
BHM,DOT,134,155
DOT,TPA,38,66
MIA,CHS,88,126
HNT,OCA,232,270
ATL,MTG,232,252
BHM,ORL,88,127
ORL,AUG,186,222
