Origin,Destination,Avail,Due
AUG,MIA,88,179
MBL,GVL,90,174
OCA,CHS,136,212
TFT,SAV,134,207
GVL,ATL,88,156
ATH,DOT,138,212
MTG,SAV,184,262
HNT,ORL,88,176
TPA,CHS,186,265
DOT,MBL,186,261
TPA,PEN,138,219
OCA,MTG,138,220
ORL,AUG,90,174
TPA,TFT,42,113
ORL,TAL,182,253
ATH,COL,90,164
GVL,JAX,86,162
TPA,WPB,182,251
COL,OCA,138,223
OCA,AUG,90,171
MBL,ATL,182,258
OCA,TPA,42,117
SAV,ATH,88,163
TFT,HNT,86,163
SAV,BHM,38,116
ORL,MBL,138,219
OCA,MIA,42,122
TAL,FSC,88,171
DOT,CBS,88,163
MTG,FTM,40,129
ORL,BHM,42,131
COL,TFT,138,215
JAX,OCA,86,152
SAV,AUG,182,259
FTM,ORL,184,254
GVL,TPA,184,269
AUG,SAV,90,167
TAL,TPA,184,255
AUG,CBS,138,211
TPA,MBL,38,121
GVL,ORL,40,123
OCA,AUG,138,219
WPB,OCA,88,165
ATL,DOT,134,203
CHS,DOT,42,126
WPB,FTM,184,259
GVL,TFT,136,212
ATH,HNT,134,209
CHS,SAV,184,260
TAL,BHM,136,209
CHS,WPB,42,123
PEN,FTM,134,233
TAL,JAX,90,158
TAL,FSC,186,269
PEN,BHM,86,157
OCA,GVL,184,266
TPA,WPB,88,157
ATH,JAX,182,261
GVL,CBS,88,162
MIA,CBS,138,228
CBS,COL,184,259
OCA,GVL,40,122
ORL,SAV,186,259
BHM,TAL,88,162
COL,ORL,186,273
HNT,FSC,86,168
COL,CBS,88,163
TPA,AUG,40,124
BHM,MTG,42,107
DOT,WPB,182,266
SAV,MBL,90,176
TPA,MBL,86,169
ORL,ATL,42,119
JAX,SAV,184,250
ORL,GVL,186,271
ORL,BHM,40,129
OCA,ATH,88,167
DOT,HNT,38,112
BHM,TFT,38,111
SAV,HNT,182,262
TPA,FTM,182,248
COL,CBS,134,209
WPB,ATH,138,227
HNT,TFT,186,264
AUG,OCA,86,169
ATH,GVL,40,113
HNT,GVL,90,168
MBL,HNT,184,260
TFT,TAL,138,217
BHM,PEN,138,209
FTM,TFT,184,261
ATL,ATH,136,201
TFT,MIA,40,121
CBS,FTM,86,178
BHM,JAX,88,168
TPA,DOT,90,168
JAX,ATH,184,262
CBS,TAL,40,117
CBS,OCA,40,122
MTG,AUG,90,165
AUG,HNT,42,119
PEN,GVL,184,265
MBL,SAV,136,222
MBL,OCA,136,214
HNT,ORL,182,270
MTG,PEN,134,210
BHM,TPA,88,173
FTM,TFT,38,115
HNT,FSC,182,264
AUG,ATH,134,206
DOT,CBS,182,257
TPA,MTG,186,271
SAV,AUG,184,261
JAX,ATH,186,264
FTM,ORL,88,158
WPB,OCA,138,215
JAX,GVL,38,115
WPB,SAV,40,117
MTG,TAL,88,157
GVL,MBL,40,124
FSC,BHM,186,266
SAV,ATL,184,254
OCA,TPA,186,261
WPB,TPA,138,207
HNT,TFT,184,262
GVL,TAL,86,165
MTG,TPA,40,126
FTM,MBL,90,179
PEN,GVL,136,217
FSC,ATL,86,158
CBS,BHM,184,252
ATL,COL,86,155
WPB,AUG,38,129
GVL,DOT,138,215
ATH,SAV,182,257
SAV,TPA,134,209
ATL,TFT,186,254
BHM,AUG,90,165
TFT,ORL,184,258
CBS,MTG,136,209
GVL,TFT,182,258
TFT,HNT,138,215
MIA,COL,136,224
BHM,TAL,38,112
TAL,FSC,42,125
ATL,WPB,42,126
ATL,JAX,182,256
BHM,MTG,134,199
MBL,DOT,182,262
GVL,TFT,134,210
OCA,SAV,42,114
AUG,CBS,184,257
BHM,MTG,186,251
PEN,FTM,184,283
ORL,SAV,38,111
SAV,AUG,42,119
WPB,DOT,134,217
ATH,OCA,186,267
BHM,FTM,136,228
SAV,HNT,136,216
FTM,DOT,88,172
ATH,BHM,40,113
TPA,ATH,42,124
MBL,COL,138,223
HNT,FSC,136,218
ATH,CHS,90,170
MBL,WPB,40,129
TAL,DOT,86,151
MTG,PEN,138,214
ATL,FTM,186,272
OCA,MIA,136,216
MIA,FTM,86,153
FTM,MIA,186,263
ATL,CBS,86,152
HNT,MIA,88,182
FTM,MBL,40,129
TAL,FSC,86,169
DOT,HNT,90,164
PEN,TFT,136,217
