Origin,Destination,Avail,Due
WPB,JAX,182,241
JAX,AUG,186,254
OCA,SAV,42,102
CBS,WPB,90,168
TPA,CBS,136,207
CBS,TPA,182,254
FTM,BHM,182,261
WPB,SAV,186,251
BHM,JAX,88,156
FTM,CBS,90,167
MIA,DOT,88,161
COL,TFT,186,251
TPA,FTM,40,94
HNT,ATL,134,192
BHM,ATL,182,238
ATH,ATL,38,91
MBL,HNT,90,154
DOT,JAX,90,151
FTM,FSC,42,125
FTM,GVL,86,165
AUG,TPA,186,259
ATL,FTM,138,212
JAX,ATL,86,147
GVL,BHM,138,202
ORL,TPA,186,238
SAV,DOT,138,205
SAV,MIA,136,204
ATH,ORL,184,255
TPA,CHS,88,155
JAX,ATL,134,195
ATL,TAL,138,197
DOT,MIA,90,165
FTM,OCA,136,195
HNT,FSC,134,204
MIA,TAL,42,110
WPB,AUG,86,165
CHS,WPB,38,107
CHS,SAV,86,150
JAX,ATH,138,204
FTM,WPB,90,153
TAL,FSC,40,111
MBL,AUG,138,209
MIA,TPA,42,101
ATH,HNT,138,201
ATL,TAL,186,245
MTG,JAX,40,105
MBL,AUG,40,111
TPA,BHM,38,111
MBL,TAL,90,148
SAV,PEN,186,257
JAX,AUG,88,156
ATL,MBL,134,198
AUG,ORL,186,259
PEN,AUG,40,108
OCA,TAL,86,142
ATH,CHS,134,202
CBS,OCA,86,156
SAV,CBS,138,202
WPB,OCA,42,107
ATH,WPB,134,211
ATH,FSC,90,155
JAX,CHS,186,244
BHM,ATL,88,144
MBL,FTM,136,211
TAL,PEN,86,142
MIA,TAL,138,206
BHM,HNT,134,187
TAL,HNT,40,106
BHM,SAV,186,252
ATL,FSC,42,102
AUG,SAV,184,249
MBL,FTM,86,161
MIA,BHM,182,268
WPB,TPA,40,97
TAL,ATH,88,152
ATH,PEN,86,152
MTG,COL,134,199
HNT,FTM,182,266
OCA,FTM,42,108
MBL,WPB,88,165
FTM,ATL,184,255
ORL,TPA,138,190
BHM,FTM,40,120
PEN,ORL,86,155
BHM,FSC,38,106
ATL,FTM,86,160
ATL,DOT,134,191
TPA,AUG,138,210
CBS,TAL,38,103
JAX,TPA,138,195
TPA,OCA,90,143
ATL,FTM,90,164
HNT,PEN,186,250
CBS,TAL,86,151
DOT,TPA,138,202
AUG,ATL,90,145
WPB,OCA,186,251
ORL,HNT,138,213
CHS,CBS,184,253
WPB,HNT,182,264
TPA,FSC,38,115
SAV,TFT,90,151
BHM,JAX,38,106
TPA,TAL,136,197
OCA,SAV,136,196
MBL,FTM,184,259
WPB,COL,90,161
ATL,JAX,86,148
TFT,MIA,42,111
MBL,AUG,86,157
DOT,CBS,42,105
BHM,GVL,186,250
JAX,OCA,182,236
FTM,ATL,86,157
FTM,WPB,138,201
PEN,ORL,40,109
ATL,MBL,186,250
ATH,SAV,86,149
SAV,HNT,134,202
JAX,TAL,230,286
JAX,COL,40,100
MIA,PEN,40,116
GVL,MTG,88,152
MBL,CHS,138,217
TFT,OCA,136,197
MTG,FSC,182,250
MIA,AUG,138,217
PEN,AUG,90,158
JAX,HNT,136,211
WPB,ATH,90,167
AUG,ORL,182,255
OCA,MTG,86,156
SAV,ORL,184,245
TAL,GVL,182,249
FTM,GVL,42,121
ATL,SAV,88,146
ATL,MTG,186,242
AUG,JAX,138,207
CBS,HNT,86,147
GVL,FTM,86,162
HNT,MIA,88,170
MBL,SAV,138,212
JAX,SAV,186,240
CHS,TFT,136,207
AUG,SAV,186,251
TPA,JAX,38,95
MBL,OCA,42,108
ATL,ATH,90,143
