Origin,Destination,Avail,Due
CBS,ORL,182,266
TFT,DOT,184,261
GVL,MIA,186,276
COL,ATL,182,251
TPA,MIA,88,159
MBL,DOT,136,216
WPB,JAX,138,209
ATH,WPB,138,227
JAX,TPA,138,207
ATL,TAL,136,207
BHM,TPA,86,171
CHS,OCA,182,258
ATL,SAV,138,208
ATL,ATH,186,251
MBL,ATL,184,260
TPA,CBS,134,217
ORL,ATL,134,211
OCA,TPA,86,161
ATH,GVL,138,211
CBS,PEN,42,121
ATL,ORL,38,116
JAX,PEN,38,114
MIA,TPA,182,253
TPA,MIA,134,205
MTG,GVL,134,210
ATH,ORL,182,265
MBL,TFT,136,220
TPA,FTM,88,154
ATL,CBS,40,106
BHM,COL,42,119
OCA,ORL,186,251
ATL,SAV,38,108
MIA,TFT,90,173
CBS,JAX,186,266
JAX,ORL,182,249
GVL,MIA,40,130
SAV,FTM,182,260
ORL,ATH,86,168
DOT,FSC,134,215
GVL,MBL,186,270
CHS,SAV,136,212
FTM,ATL,86,169
ORL,WPB,184,251
WPB,COL,40,123
GVL,TPA,138,223
ORL,ATL,40,117
TFT,TPA,138,214
ORL,JAX,42,109
AUG,JAX,134,215
ORL,JAX,40,107
ATL,ATH,136,201
OCA,PEN,134,210
TAL,DOT,38,103
MIA,PEN,184,272
ORL,COL,136,215
PEN,FSC,138,223
JAX,BHM,90,172
DOT,JAX,38,111
TAL,BHM,38,111
MIA,MTG,134,226
ORL,FTM,86,156
TAL,ATL,86,157
MBL,MIA,90,182
JAX,ORL,90,157
GVL,PEN,184,265
MTG,ATL,88,156
FTM,MIA,182,259
SAV,ATL,42,112
GVL,OCA,136,218
MTG,JAX,138,215
ORL,ATL,42,119
CBS,MTG,138,211
TFT,COL,90,167
BHM,JAX,38,118
ATH,WPB,40,129
TFT,WPB,86,164
TPA,MBL,90,173
TPA,FSC,86,175
GVL,ATL,182,250
FTM,GVL,42,133
MTG,ATH,88,161
ATL,MBL,86,162
ATL,AUG,134,201
AUG,TFT,40,115
JAX,GVL,134,211
MBL,ATH,90,171
PEN,MIA,42,132
GVL,MIA,182,272
BHM,HNT,134,199
MBL,DOT,182,262
BHM,MIA,38,132
FTM,TPA,184,250
OCA,FTM,186,264
BHM,MTG,184,249
OCA,JAX,40,106
GVL,HNT,88,166
JAX,ORL,42,109
ORL,CHS,184,261
TPA,GVL,138,223
TFT,HNT,182,259
JAX,TFT,38,105
DOT,OCA,136,209
CBS,WPB,88,178
OCA,FTM,184,262
BHM,MIA,42,136
ORL,ATL,86,163
GVL,MIA,134,224
ATL,MTG,138,206
TFT,MBL,38,122
OCA,TPA,136,211
ATH,HNT,134,209
BHM,HNT,138,203
JAX,ATH,184,262
