Origin,Destination,Avail,Due
ATL,COL,42,135
ATL,BHM,182,274
MBL,TAL,184,278
MIA,JAX,88,188
TAL,WPB,136,239
OCA,ATL,86,184
DOT,ATL,134,227
CHS,TFT,90,197
MIA,MBL,86,200
BHM,AUG,90,189
CBS,BHM,38,130
DOT,PEN,136,233
DOT,BHM,134,227
GVL,ATH,86,183
COL,OCA,40,149
HNT,FTM,40,160
ORL,ATL,182,283
ATL,TPA,86,188
JAX,PEN,186,286
TPA,TAL,88,185
ORL,CHS,186,287
TPA,ATL,90,191
MIA,ORL,138,232
WPB,MIA,38,126
OCA,DOT,182,279
MBL,FSC,90,202
MTG,MBL,38,138
CHS,TPA,38,141
SAV,PEN,88,195
WPB,FTM,90,189
ATH,TAL,42,142
ATL,TPA,134,236
AUG,ATH,138,234
TPA,ORL,90,178
HNT,FSC,182,288
BHM,MBL,86,181
WPB,ATL,138,246
GVL,MIA,42,156
GVL,TFT,186,286
ORL,PEN,184,287
ORL,SAV,136,233
HNT,TFT,38,140
ATH,TPA,134,241
MIA,SAV,136,242
ATH,PEN,86,188
ORL,JAX,134,225
ORL,JAX,138,229
MTG,CBS,182,279
BHM,DOT,38,131
ATL,ORL,90,192
JAX,TFT,184,275
ORL,TPA,134,222
CHS,TFT,86,193
ATL,CBS,38,128
CHS,OCA,40,140
FTM,FSC,134,253
MIA,OCA,184,280
GVL,ATH,40,137
BHM,FSC,88,192
TFT,MTG,38,138
BHM,FTM,90,206
MIA,MBL,40,154
WPB,FTM,42,141
CBS,MBL,138,241
TFT,ATH,38,135
WPB,MIA,184,272
OCA,TPA,182,281
CBS,WPB,40,154
TFT,AUG,86,185
ORL,SAV,186,283
HNT,MTG,38,132
JAX,WPB,90,185
BHM,JAX,138,242
TFT,BHM,138,234
MBL,ATH,90,195
GVL,JAX,138,238
FSC,ATL,186,282
GVL,BHM,88,188
TPA,DOT,40,142
MIA,WPB,186,274
MTG,MBL,42,142
ATH,GVL,182,279
FTM,MIA,38,139
PEN,TFT,38,143
HNT,BHM,90,179
WPB,JAX,88,183
ORL,TFT,138,236
WPB,MIA,136,224
ORL,TPA,184,272
OCA,JAX,40,130
MBL,OCA,40,142
CHS,SAV,38,138
CBS,JAX,136,240
ORL,ATL,86,187
PEN,TPA,86,189
JAX,DOT,186,283
AUG,MIA,86,201
FTM,WPB,134,233
BHM,AUG,136,235
TPA,FTM,182,272
MTG,MIA,134,249
MIA,OCA,182,278
PEN,ATL,90,187
ATL,DOT,88,181
TFT,JAX,88,179
ATH,MBL,182,287
AUG,MBL,138,245
WPB,OCA,90,191
ATH,DOT,184,282
ORL,MBL,182,287
OCA,TAL,90,182
MIA,ORL,136,230
OCA,FSC,40,150
MIA,BHM,38,160
TPA,FSC,136,249
MTG,SAV,136,238
SAV,ATL,38,132
WPB,ORL,134,225
ATL,FSC,138,234
SAV,MIA,88,192
GVL,BHM,42,142
GVL,JAX,136,236
TPA,CHS,138,241
TPA,MIA,40,135
BHM,TPA,86,195
FSC,BHM,184,288
DOT,JAX,40,137
ORL,ATH,86,192
ATL,MBL,40,140
FTM,ATL,138,245
WPB,JAX,136,231
FTM,TPA,42,132
OCA,ORL,40,129
MTG,DOT,42,140
ATH,MTG,186,283
OCA,SAV,90,186
BHM,MBL,40,135
GVL,TFT,136,236
ATL,MBL,42,142
TPA,OCA,38,127
MTG,JAX,184,285
TFT,ATL,38,130
