Origin,Destination,Avail,Due
OCA,PEN,134,210
MBL,FTM,40,127
BHM,CBS,134,202
GVL,TFT,186,262
PEN,DOT,134,207
TFT,MTG,136,212
ORL,MIA,86,156
FTM,MIA,134,211
PEN,TFT,186,267
CHS,TPA,38,117
MIA,CBS,138,228
TFT,SAV,40,113
MTG,ATH,90,163
DOT,ORL,186,264
CHS,TFT,88,171
SAV,TPA,40,115
MTG,DOT,134,208
PEN,MTG,86,162
TPA,HNT,138,225
ATH,ORL,138,221
ORL,WPB,138,205
OCA,FSC,90,176
GVL,MIA,184,274
ATL,GVL,138,206
CHS,MTG,42,125
MBL,DOT,90,170
FTM,MIA,40,117
FTM,BHM,184,275
HNT,TFT,40,118
ATH,HNT,182,257
TAL,ATH,136,212
TFT,GVL,42,118
TPA,JAX,88,157
MTG,SAV,90,168
JAX,ATH,40,118
ORL,PEN,136,215
BHM,FSC,42,122
PEN,ORL,88,169
BHM,DOT,136,205
MTG,MBL,86,162
COL,ORL,184,271
HNT,MIA,136,230
JAX,PEN,38,114
MIA,TFT,134,217
MTG,SAV,182,260
TAL,JAX,182,250
ATH,CHS,138,218
BHM,CHS,40,123
TPA,FSC,138,227
TFT,CBS,134,208
CBS,GVL,90,164
MTG,ATL,40,108
HNT,PEN,40,116
JAX,CBS,136,208
CHS,HNT,138,223
HNT,MTG,88,158
JAX,MIA,42,116
TAL,JAX,90,158
MBL,OCA,88,166
MTG,JAX,90,167
ATH,TAL,86,162
COL,ATL,42,111
PEN,FSC,182,267
HNT,JAX,90,175
GVL,PEN,136,217
MBL,BHM,186,257
COL,TFT,182,259
SAV,TFT,90,163
WPB,TPA,86,155
JAX,PEN,42,118
MBL,ATH,138,219
MBL,TFT,182,266
ATH,MIA,186,275
MBL,AUG,182,265
OCA,ATL,184,258
HNT,ORL,86,174
FTM,WPB,182,257
BHM,COL,38,115
MIA,ATH,90,179
FTM,ORL,182,252
TFT,ATL,184,252
FTM,MTG,40,131
WPB,ORL,88,155
MBL,FTM,186,273
SAV,TFT,38,111
CHS,MTG,138,221
FTM,MTG,38,129
DOT,AUG,86,162
HNT,AUG,90,167
CBS,ORL,86,170
TPA,HNT,40,127
WPB,ATL,90,174
SAV,HNT,88,168
MBL,JAX,138,216
COL,CBS,90,165
AUG,OCA,42,125
OCA,ATH,40,119
GVL,BHM,88,164
GVL,JAX,134,210
JAX,HNT,42,129
MBL,SAV,88,174
ATH,TAL,134,210
ATL,HNT,138,208
JAX,HNT,136,223
TPA,CHS,184,263
SAV,FTM,86,164
TPA,WPB,86,155
MTG,ORL,90,174
GVL,WPB,38,125
OCA,DOT,184,257
MIA,WPB,136,200
FTM,ATL,138,221
ATL,CBS,186,252
TAL,JAX,186,254
AUG,JAX,134,215
DOT,PEN,186,259
HNT,TAL,38,117
CHS,WPB,88,169
FSC,ATL,138,210
AUG,JAX,38,119
COL,OCA,90,175
TFT,COL,138,215
MIA,SAV,42,124
WPB,SAV,136,213
HNT,MBL,136,212
CHS,ORL,88,165
COL,CBS,186,261
ATL,BHM,86,154
OCA,DOT,42,115
ATL,ORL,184,262
BHM,OCA,138,224
MBL,ATL,40,116
TFT,GVL,88,164
OCA,MIA,86,166
DOT,PEN,40,113
SAV,TFT,184,257
ATL,ATH,40,105
AUG,OCA,182,265
MIA,TFT,86,169
PEN,DOT,88,161
HNT,AUG,134,211
ATL,AUG,40,107
