Origin,Destination,Avail,Due
BHM,AUG,232,283
ORL,ATL,134,187
ORL,TAL,184,231
BHM,MBL,86,133
ATL,MTG,182,226
MTG,ATH,232,281
ATL,CBS,182,224
TFT,ATL,184,228
SAV,MIA,90,146
AUG,MBL,88,147
GVL,TPA,136,197
ORL,OCA,88,129
BHM,DOT,186,231
WPB,SAV,88,141
MIA,SAV,134,192
CHS,MTG,40,99
ORL,CHS,230,283
TPA,JAX,138,183
MTG,TAL,184,229
MBL,FTM,86,149
ORL,ATL,38,91
TFT,WPB,186,240
TPA,GVL,136,197
TFT,WPB,138,192
MIA,TPA,234,281
TAL,ATL,232,279
ATL,HNT,234,280
CBS,BHM,38,82
ATL,MTG,186,230
TAL,ATL,138,185
WPB,SAV,134,187
WPB,JAX,42,89
WPB,TAL,186,240
JAX,MIA,232,282
JAX,MIA,134,184
MIA,TAL,232,288
ORL,SAV,234,283
MBL,ATL,234,286
TAL,TPA,230,277
ORL,MIA,134,180
TPA,ATL,88,141
JAX,OCA,232,274
SAV,BHM,42,96
HNT,FTM,38,110
AUG,BHM,38,89
PEN,ATL,134,183
ATH,DOT,136,186
TPA,PEN,186,243
BHM,MBL,186,233
MTG,MBL,42,94
GVL,PEN,90,147
TFT,ATL,230,274
CBS,ORL,90,150
MBL,AUG,88,147
JAX,OCA,42,84
JAX,FTM,40,88
ORL,TAL,138,185
GVL,DOT,86,139
ATH,HNT,186,237
WPB,FTM,186,237
JAX,MBL,86,140
AUG,TFT,186,237
GVL,TPA,182,243
GVL,ATH,134,183
MIA,AUG,40,107
JAX,TPA,182,227
TFT,TPA,138,190
MBL,BHM,230,277
ATL,GVL,90,134
OCA,JAX,38,80
HNT,GVL,184,238
MBL,MTG,40,92
TPA,CHS,184,239
BHM,ORL,42,105
FTM,JAX,40,91
JAX,ORL,134,177
BHM,WPB,88,155
DOT,ORL,86,140
BHM,ATL,182,226
MTG,MIA,40,107
HNT,FTM,90,162
ATL,HNT,230,276
ORL,TFT,136,186
BHM,PEN,230,277
ATL,TPA,42,96
FTM,ATL,182,241
MTG,CBS,186,235
ATL,TAL,42,89
JAX,FTM,136,184
TFT,GVL,88,140
ATH,AUG,38,86
CHS,ATL,90,141
CHS,PEN,90,152
BHM,HNT,90,131
TPA,ORL,184,224
BHM,CHS,90,149
ATH,BHM,42,91
HNT,FTM,40,112
CBS,ORL,182,242
FTM,MIA,38,91
ATL,CHS,42,93
BHM,CHS,38,97
GVL,ATH,136,185
MTG,DOT,40,90
MBL,CBS,184,239
MTG,ATL,40,84
CHS,MBL,134,201
MTG,ORL,40,100
DOT,FSC,138,195
CHS,TFT,38,97
ATL,FTM,134,196
MIA,CHS,136,198
CHS,SAV,184,236
GVL,ORL,186,245
JAX,GVL,232,285
ATL,COL,38,83
ATL,COL,232,277
TPA,SAV,40,91
