Origin,Destination,Avail,Due
CBS,MBL,40,95
WPB,TPA,182,227
ATL,JAX,184,234
BHM,HNT,42,83
PEN,OCA,186,238
COL,CBS,42,93
HNT,FSC,184,242
JAX,BHM,38,96
FTM,PEN,184,247
PEN,MTG,230,282
WPB,DOT,42,101
PEN,GVL,182,239
FTM,OCA,230,277
PEN,SAV,138,197
DOT,ATL,182,227
ORL,DOT,38,90
MTG,GVL,38,90
WPB,DOT,136,195
TFT,DOT,230,283
TPA,MIA,40,87
MBL,AUG,40,99
MIA,HNT,90,160
JAX,WPB,134,181
ATL,MTG,88,132
SAV,HNT,42,98
ATL,CBS,134,176
MIA,JAX,184,236
FTM,GVL,88,155
TFT,AUG,138,189
JAX,FTM,230,278
BHM,GVL,234,286
ORL,CHS,136,189
ORL,JAX,134,177
HNT,TAL,186,241
WPB,BHM,88,157
AUG,TFT,138,189
CHS,OCA,38,90
OCA,GVL,136,194
BHM,CBS,42,86
CHS,SAV,184,236
FTM,WPB,136,187
AUG,ATH,90,138
PEN,SAV,134,193
MIA,AUG,134,201
ATL,SAV,88,134
PEN,FSC,86,147
ATL,DOT,136,181
AUG,TPA,134,195
WPB,TFT,234,288
OCA,TPA,134,185
DOT,HNT,182,232
TAL,FSC,40,99
TPA,JAX,138,183
MBL,HNT,90,142
TAL,MBL,134,180
CHS,MTG,182,241
HNT,FSC,186,244
DOT,MTG,232,282
OCA,CHS,90,142
COL,OCA,138,199
ORL,BHM,182,247
BHM,FSC,90,146
DOT,MBL,136,187
ATH,MIA,138,203
SAV,HNT,136,192
DOT,MBL,138,189
TFT,CBS,234,284
CHS,ATL,90,141
TFT,SAV,42,91
MIA,MBL,88,154
MBL,TAL,88,134
MBL,OCA,136,190
CHS,ATL,232,283
ORL,ATL,88,141
BHM,MIA,184,254
BHM,SAV,90,144
HNT,ATL,184,230
PEN,DOT,234,283
TPA,HNT,42,105
TAL,PEN,184,228
MTG,ATH,38,87
TAL,WPB,88,143
GVL,TPA,86,147
JAX,PEN,232,284
ATH,ATL,38,79
MTG,TFT,42,96
TAL,DOT,186,227
GVL,TPA,88,149
ORL,TAL,138,185
MTG,AUG,86,137
ATL,BHM,136,180
JAX,TPA,88,133
TFT,FSC,182,238
WPB,COL,38,97
BHM,SAV,184,238
FSC,ATL,234,282
HNT,SAV,138,194
FTM,WPB,182,233
MBL,AUG,38,97
JAX,PEN,134,186
FTM,WPB,134,185
OCA,WPB,134,187
ATL,TPA,184,238
SAV,AUG,86,139
WPB,TAL,234,288
ATH,CHS,90,146
AUG,JAX,230,287
HNT,FTM,186,258
OCA,WPB,90,143
MIA,CHS,90,152
OCA,FTM,234,288
JAX,TAL,40,84
TFT,MTG,184,236
AUG,ATL,136,179
GVL,PEN,42,99
ATH,FTM,136,203
FTM,DOT,184,244
PEN,GVL,88,145
MIA,FTM,42,85
MIA,WPB,184,224
MIA,BHM,42,116
AUG,TPA,88,149
ATL,BHM,90,134
JAX,FTM,88,136
BHM,GVL,186,238
CHS,MTG,86,145
FSC,ATL,42,90
ATL,CBS,138,180
DOT,CBS,234,285
HNT,BHM,88,129
ATL,COL,42,87
CHS,TFT,88,147
CBS,PEN,42,97
TFT,ATL,182,226
FTM,GVL,138,205
MBL,HNT,86,138
DOT,CHS,136,196
OCA,DOT,42,91
DOT,ATL,88,133
PEN,GVL,40,97
TAL,MBL,234,280
PEN,FTM,134,209
HNT,ATL,134,180
FSC,BHM,90,146
ATH,CBS,134,181
PEN,AUG,134,190
JAX,COL,88,136
TPA,ATH,88,146
MTG,TAL,182,227
CHS,MIA,40,100
BHM,PEN,42,89
ATH,WPB,182,247
WPB,OCA,138,191
HNT,GVL,40,94
CHS,ATL,88,139
PEN,ATL,184,233
CBS,PEN,182,237
MIA,OCA,40,88
TPA,CHS,182,237
PEN,ATL,138,187
FTM,CBS,88,153
SAV,ORL,42,91
MBL,ATH,184,241
WPB,ORL,184,227
ORL,DOT,90,142
MTG,JAX,38,91
CHS,OCA,134,186
PEN,WPB,138,201
MTG,GVL,42,94
JAX,PEN,184,236
GVL,ATL,230,274
BHM,PEN,134,181
FTM,WPB,86,137
JAX,TAL,90,134
WPB,ORL,134,177
