Origin,Destination,Avail,Due
FTM,COL,186,285
CHS,PEN,88,186
MBL,BHM,136,219
DOT,MIA,38,137
TAL,SAV,90,183
ATH,OCA,182,275
SAV,ATH,138,225
MBL,HNT,138,226
MTG,AUG,182,269
OCA,GVL,42,136
GVL,MIA,40,142
ATL,MTG,184,264
CHS,WPB,86,179
FSC,MTG,88,180
HNT,MTG,42,124
PEN,CBS,184,275
JAX,CBS,134,218
MTG,DOT,182,268
GVL,ATH,138,223
MBL,DOT,136,228
GVL,ATH,86,171
TPA,DOT,86,176
MIA,FTM,138,217
SAV,OCA,90,174
BHM,GVL,184,272
GVL,HNT,138,228
CBS,TAL,40,129
CBS,FTM,42,146
MBL,ATH,136,229
COL,ORL,88,187
ORL,TPA,182,258
ORL,HNT,138,237
TAL,JAX,136,216
MIA,SAV,40,134
PEN,OCA,134,222
JAX,CHS,186,268
FTM,ORL,90,172
OCA,JAX,86,164
ORL,HNT,136,235
TFT,JAX,86,165
DOT,AUG,182,270
ORL,MIA,134,216
MTG,BHM,138,215
TAL,TFT,42,133
MTG,PEN,134,222
TFT,ORL,134,220
SAV,CBS,184,272
JAX,HNT,182,281
FTM,COL,38,137
DOT,ATL,40,121
TAL,DOT,184,261
MTG,DOT,42,128
ATL,FSC,86,170
TFT,MBL,38,134
TAL,OCA,136,216
HNT,TFT,86,176
MIA,HNT,90,196
TAL,JAX,134,214
CHS,TPA,88,179
AUG,HNT,40,129
BHM,HNT,86,163
TFT,SAV,184,269
ATL,OCA,134,222
HNT,FTM,134,242
MIA,CHS,184,282
CHS,ATL,184,271
TAL,FSC,182,277
CHS,OCA,186,274
BHM,COL,136,225
DOT,MBL,138,225
CHS,OCA,134,222
TFT,BHM,186,270
TFT,AUG,90,177
BHM,GVL,134,222
PEN,WPB,138,237
WPB,ATL,182,278
MIA,COL,136,236
ORL,TPA,90,166
OCA,ATH,86,177
MIA,MBL,90,192
JAX,ATL,182,267
HNT,ATL,38,120
BHM,HNT,138,215
TAL,WPB,134,225
WPB,TPA,134,215
WPB,DOT,136,231
GVL,WPB,42,141
MIA,AUG,88,191
MBL,FTM,40,139
JAX,SAV,42,120
CBS,ORL,86,182
TFT,MBL,182,278
GVL,ORL,38,133
MIA,CHS,88,186
MIA,PEN,90,190
TAL,DOT,186,263
ATH,MIA,184,285
OCA,JAX,136,214
GVL,CBS,184,270
ATH,CBS,38,121
MTG,FTM,134,235
PEN,MTG,134,222
MIA,PEN,42,142
TAL,ORL,182,267
PEN,ORL,136,229
HNT,TFT,40,130
COL,ORL,38,137
MTG,TFT,90,180
MBL,HNT,42,130
WPB,TPA,138,219
WPB,BHM,138,243
ATL,ATH,182,259
MIA,TAL,138,230
TPA,JAX,38,119
ORL,AUG,134,230
MIA,ORL,86,168
JAX,AUG,86,178
ATL,MTG,40,120
ORL,GVL,88,185
PEN,GVL,186,279
ATH,MIA,90,191
OCA,ATH,138,229
DOT,JAX,38,123
WPB,TPA,136,217
SAV,TFT,138,223
SAV,ATL,184,266
BHM,CHS,138,233
TPA,JAX,40,121
ATL,ATH,138,215
ORL,SAV,184,269
WPB,ATL,138,234
GVL,TAL,138,229
CBS,ORL,88,184
MTG,PEN,42,130
CBS,MBL,134,225
ATH,MTG,88,173
PEN,DOT,186,271
DOT,MIA,182,281
MTG,FTM,42,143
WPB,OCA,42,131
MTG,FTM,40,141
OCA,JAX,184,262
JAX,BHM,88,182
HNT,JAX,138,235
GVL,MTG,90,178
CBS,JAX,184,276
TAL,OCA,42,122
AUG,TPA,136,233
MBL,JAX,184,274
ATL,CHS,184,271
TFT,OCA,86,171
HNT,TAL,182,273
MIA,BHM,38,148
PEN,TAL,184,264
BHM,TPA,88,185
MBL,TFT,186,282
WPB,GVL,186,286
ATL,MIA,86,182
WPB,GVL,90,190
JAX,MIA,86,172
HNT,TPA,42,142
ATH,SAV,186,273
TPA,MBL,40,135
HNT,FTM,88,196
JAX,ATH,38,128
BHM,AUG,38,125
PEN,WPB,136,235
TAL,ORL,42,127
CBS,ORL,182,278
MIA,COL,88,188
DOT,CHS,42,138
DOT,OCA,184,269
TPA,PEN,42,135
JAX,WPB,138,221
FTM,FSC,136,243
CBS,BHM,88,168
DOT,MTG,182,268
ATL,TAL,184,267
FTM,WPB,38,125
ORL,BHM,138,239
TAL,MIA,182,276
ATH,AUG,38,122
PEN,AUG,88,180
TFT,AUG,138,225
MIA,DOT,42,139
SAV,TFT,184,269
PEN,CHS,182,282
MTG,HNT,186,268
TPA,CHS,42,133
COL,MTG,88,177
FSC,BHM,134,226
TPA,TFT,136,219
FTM,HNT,38,143
DOT,OCA,86,171
CBS,ORL,90,186
DOT,MIA,186,285
COL,MBL,40,137
TAL,TFT,136,227
MBL,CHS,86,189
MBL,CBS,134,225
ATH,MBL,134,227
FSC,BHM,136,228
BHM,AUG,184,271
SAV,DOT,134,225
PEN,TAL,186,266
TAL,ORL,38,123
DOT,CBS,182,269
TFT,TPA,136,224
OCA,TPA,42,129
MBL,TPA,182,275
TFT,ORL,138,224
JAX,AUG,134,226
CHS,CBS,186,279
GVL,ORL,42,137
MIA,WPB,184,260
MBL,ATH,182,275
