Origin,Destination,Avail,Due
COL,ORL,38,149
MTG,FSC,88,192
MIA,TAL,182,286
JAX,TFT,134,225
FSC,ATL,184,280
MTG,CBS,184,281
TFT,AUG,136,235
CBS,ORL,42,150
HNT,AUG,42,143
OCA,DOT,42,139
CBS,MBL,88,191
JAX,SAV,136,226
MTG,MBL,38,138
DOT,JAX,86,183
ATL,TPA,88,190
CHS,MTG,90,197
CHS,MTG,40,147
MIA,TFT,136,243
TAL,FSC,90,197
MIA,WPB,184,272
OCA,PEN,136,236
WPB,TFT,86,188
MTG,HNT,88,182
MIA,FTM,88,179
ATL,TFT,40,132
OCA,MIA,86,190
BHM,ATL,88,180
OCA,FSC,40,150
TFT,MBL,90,198
CBS,COL,86,185
ORL,GVL,134,243
SAV,CBS,90,190
PEN,CHS,134,246
CBS,TAL,184,285
BHM,MBL,38,133
HNT,BHM,40,129
TFT,CBS,42,140
MTG,HNT,40,134
TAL,MBL,40,134
ORL,BHM,42,155
CBS,MBL,86,189
MBL,TFT,42,150
JAX,AUG,184,288
WPB,COL,88,195
MIA,DOT,40,149
TPA,HNT,134,245
GVL,DOT,90,191
ATH,WPB,88,201
FTM,MTG,38,153
HNT,TAL,88,191
FSC,ATL,90,186
AUG,TFT,86,185
ATL,CBS,42,132
HNT,TAL,138,241
TPA,ATH,134,240
CHS,TPA,38,141
CHS,SAV,40,140
MIA,PEN,86,198
DOT,WPB,134,242
TPA,MIA,42,137
ATH,MTG,184,281
AUG,TFT,38,137
CHS,PEN,90,200
CBS,JAX,40,144
MBL,ATL,90,190
WPB,GVL,86,198
CBS,COL,138,237
BHM,HNT,42,131
CHS,SAV,38,138
ATH,TFT,40,137
GVL,ORL,136,243
JAX,PEN,186,286
ATL,WPB,38,146
OCA,SAV,42,138
CBS,PEN,40,143
CBS,COL,42,141
CBS,BHM,38,130
JAX,MTG,182,287
AUG,SAV,88,189
BHM,COL,182,283
TFT,TPA,136,236
ATL,COL,138,231
ATH,CBS,182,277
OCA,TAL,42,134
WPB,JAX,38,133
BHM,FSC,86,190
MIA,MTG,40,156
OCA,AUG,88,193
TAL,ATH,88,188
