Origin,Destination,Avail,Due
ATH,CHS,136,240
AUG,TPA,86,195
TPA,ATH,182,288
BHM,DOT,40,133
HNT,ATL,88,182
ATL,MTG,182,274
TFT,JAX,38,129
OCA,TAL,186,278
MTG,FTM,86,199
HNT,TAL,134,237
JAX,MBL,136,238
ORL,FTM,40,134
JAX,ORL,182,273
FTM,MIA,136,237
TFT,GVL,182,282
TPA,SAV,136,235
DOT,CHS,86,194
BHM,ATH,42,139
FTM,HNT,88,205
TFT,FTM,88,191
GVL,ATL,184,276
BHM,SAV,86,188
MBL,MTG,86,186
MIA,AUG,138,253
GVL,HNT,136,238
CBS,MIA,88,202
ATH,COL,38,136
ATH,HNT,38,137
SAV,TPA,86,185
HNT,ORL,42,154
TPA,AUG,134,242
TFT,DOT,40,141
ATL,COL,136,229
FTM,MIA,90,191
GVL,MTG,42,142
CHS,TFT,42,149
JAX,AUG,86,190
TFT,COL,134,235
MTG,HNT,184,278
CHS,MBL,42,157
JAX,COL,134,230
SAV,MBL,42,152
TPA,OCA,138,227
GVL,HNT,186,288
MIA,CBS,42,156
MBL,HNT,136,236
ORL,OCA,138,227
FTM,TAL,136,239
TPA,MIA,134,229
MIA,SAV,134,240
DOT,MBL,88,187
GVL,JAX,90,190
ATH,PEN,38,140
PEN,ATL,40,137
CHS,HNT,88,197
PEN,OCA,88,188
BHM,MIA,40,158
ATL,MIA,40,148
FTM,WPB,182,281
PEN,WPB,38,149
ATH,ATL,134,223
SAV,HNT,138,242
TPA,ATL,40,141
ORL,PEN,184,287
ATH,GVL,138,235
TAL,JAX,40,132
CBS,FTM,136,252
MIA,MTG,38,154
MBL,HNT,186,286
BHM,SAV,88,190
ATL,BHM,88,180
JAX,BHM,42,148
ORL,MIA,186,280
ATL,ATH,88,177
MTG,CHS,88,195
ATH,JAX,90,193
AUG,ATH,40,136
DOT,CHS,138,246
SAV,ATH,40,139
AUG,HNT,138,239
FTM,HNT,42,159
ATL,SAV,182,276
WPB,DOT,42,149
BHM,MTG,182,271
WPB,FTM,138,237
SAV,OCA,86,182
ATL,JAX,40,138
OCA,AUG,136,241
TPA,WPB,184,277
AUG,ORL,38,147
TFT,FTM,40,143
TFT,HNT,134,235
MBL,CHS,42,157
DOT,MBL,184,283
TFT,PEN,182,287
TPA,WPB,186,279
CBS,BHM,38,130
WPB,TFT,138,240
TPA,MIA,90,185
DOT,AUG,90,190
