Origin,Destination,Avail,Due
TFT,SAV,88,137
CBS,ATL,138,180
ORL,TAL,90,137
ORL,FTM,186,232
MIA,PEN,134,198
ATL,DOT,86,131
OCA,DOT,40,89
GVL,TFT,186,238
TAL,DOT,40,81
FTM,WPB,232,283
FTM,SAV,136,193
JAX,SAV,90,132
JAX,DOT,186,235
JAX,DOT,234,283
MBL,FTM,88,151
SAV,HNT,186,242
JAX,WPB,136,183
ORL,ATL,40,93
BHM,ATH,138,187
MBL,ATL,42,94
ATL,HNT,138,184
TPA,ATH,88,146
ORL,TPA,234,274
TFT,BHM,136,184
TFT,TPA,138,190
ORL,TFT,234,284
TAL,BHM,232,281
MTG,DOT,234,284
BHM,ATL,40,84
PEN,BHM,88,135
MIA,ATH,186,251
ORL,SAV,86,135
ATH,FTM,138,205
OCA,ATL,232,282
JAX,TAL,186,230
BHM,SAV,182,236
TPA,TFT,138,185
ATL,HNT,184,230
MBL,ORL,134,193
WPB,ORL,230,273
ATL,CHS,86,137
SAV,DOT,38,93
BHM,ORL,136,199
OCA,TFT,184,233
OCA,ATH,232,287
CBS,TAL,232,285
TFT,CHS,138,191
CBS,HNT,232,281
DOT,CHS,182,242
CBS,MIA,136,202
TFT,AUG,90,141
WPB,CHS,182,239
ORL,HNT,184,247
ORL,MIA,38,84
AUG,JAX,40,97
FSC,HNT,40,98
MTG,ATH,230,279
ATH,TFT,40,89
DOT,MBL,42,93
FTM,TAL,182,237
MTG,ORL,40,100
TFT,CBS,186,236
TFT,HNT,90,143
BHM,MTG,182,223
HNT,PEN,230,282
WPB,MIA,136,176
AUG,BHM,86,137
CBS,HNT,90,139
AUG,CBS,86,135
AUG,ATH,40,88
OCA,ORL,90,131
FTM,GVL,138,205
SAV,ATH,182,233
ATH,OCA,38,95
SAV,TFT,182,231
TAL,WPB,182,237
SAV,MIA,182,238
MBL,ATL,230,282
AUG,ATL,42,85
PEN,CBS,38,93
AUG,TAL,136,190
FTM,JAX,40,91
BHM,MTG,136,177
MIA,FTM,184,227
DOT,BHM,134,179
ATH,SAV,184,235
HNT,TPA,90,154
ATH,AUG,234,282
MBL,TAL,38,84
ATL,AUG,86,129
TFT,SAV,182,231
FTM,TPA,186,228
OCA,AUG,186,243
PEN,FSC,42,103
ATL,PEN,136,185
MIA,FTM,86,129
TPA,DOT,186,240
TFT,PEN,88,145
ORL,MBL,90,147
CHS,SAV,136,188
WPB,FTM,186,237
SAV,MTG,40,94
TFT,COL,134,187
