Origin,Destination,Avail,Due
ATH,GVL,138,199
AUG,ATL,86,141
MTG,MBL,38,102
ATL,BHM,86,142
FSC,BHM,90,158
ATL,WPB,136,208
DOT,ORL,88,154
ATL,TFT,232,288
ORL,DOT,138,202
JAX,ORL,42,97
JAX,FTM,182,242
OCA,CHS,88,152
TPA,JAX,134,191
MBL,ATL,38,102
TPA,JAX,86,143
FTM,MIA,42,107
PEN,DOT,138,199
SAV,TFT,184,245
OCA,TPA,38,101
WPB,ATL,182,254
COL,ATL,42,99
ATL,FTM,86,160
JAX,AUG,134,202
WPB,JAX,86,145
TPA,MIA,88,147
ORL,ATL,42,107
BHM,WPB,136,215
HNT,AUG,90,155
GVL,ATL,40,96
MBL,JAX,186,252
ORL,TPA,38,90
MIA,PEN,182,258
BHM,GVL,184,248
ORL,OCA,88,141
BHM,MTG,86,139
AUG,HNT,136,201
JAX,TFT,86,141
MTG,HNT,230,288
WPB,MBL,88,164
JAX,TAL,134,190
WPB,GVL,182,258
ATH,TPA,182,253
MTG,MBL,136,200
GVL,WPB,138,213
CBS,GVL,136,198
JAX,DOT,42,103
CHS,BHM,184,255
COL,OCA,186,259
BHM,COL,88,153
BHM,ORL,86,161
PEN,TAL,88,144
PEN,TPA,38,105
MBL,ORL,90,161
OCA,TPA,182,245
BHM,HNT,136,189
WPB,ORL,182,237
TFT,HNT,186,251
ATH,FTM,186,265
CHS,ATL,40,103
TPA,MBL,136,207
SAV,TFT,182,243
JAX,GVL,90,155
TPA,BHM,86,159
PEN,GVL,38,107
ATL,SAV,88,146
COL,ATL,40,97
TPA,OCA,86,139
TPA,OCA,134,187
PEN,DOT,182,243
CBS,GVL,90,152
GVL,WPB,90,165
ORL,COL,138,205
JAX,ATL,136,197
ATL,ORL,42,108
ORL,TPA,40,92
ORL,CHS,186,251
ORL,TAL,182,241
TFT,TPA,86,150
MIA,TPA,90,149
ATH,DOT,136,198
CHS,TFT,138,209
ORL,ATH,184,254
ATL,DOT,186,243
MIA,TPA,88,147
GVL,TFT,40,104
TPA,FTM,232,286
FTM,MIA,86,151
TPA,FTM,136,190
TFT,BHM,138,198
ORL,WPB,134,189
OCA,FTM,182,248
ATL,CHS,136,199
MIA,ATL,134,206
OCA,FSC,136,210
TPA,WPB,182,239
ATH,WPB,86,163
TPA,DOT,184,250
CHS,MTG,186,257
GVL,MBL,138,210
ATL,FSC,88,148
WPB,JAX,42,101
JAX,WPB,134,193
JAX,TPA,86,143
JAX,ATL,38,99
PEN,FTM,182,269
MBL,MTG,182,246
GVL,PEN,38,107
FTM,PEN,88,163
ORL,FTM,38,96
JAX,SAV,38,92
FSC,BHM,134,202
SAV,ATL,182,240
MIA,OCA,86,146
TFT,TPA,42,106
TAL,GVL,182,249
ATL,MBL,40,104
MIA,ORL,88,146
MTG,ATH,42,103
COL,ATL,134,191
BHM,ORL,182,257
ORL,COL,184,251
JAX,MBL,134,200
GVL,MIA,136,214
JAX,MIA,40,102
MIA,JAX,138,202
TFT,PEN,134,203
MTG,FSC,138,206
ATL,BHM,38,94
ORL,MIA,134,192
PEN,BHM,90,149
FTM,ORL,134,192
TPA,PEN,134,203
BHM,SAV,186,252
TPA,TAL,138,199
