Origin,Destination,Avail,Due
MBL,MTG,186,262
BHM,CBS,184,252
ORL,ATL,90,167
FSC,ATL,134,206
ATH,TAL,88,164
MIA,HNT,184,278
SAV,ATH,134,209
FTM,GVL,88,179
ATL,ATH,186,251
TPA,MBL,38,121
OCA,MBL,90,168
JAX,FTM,40,112
GVL,DOT,182,259
CHS,BHM,40,123
DOT,AUG,42,118
PEN,ATL,90,163
CBS,MIA,186,276
MIA,PEN,184,272
MBL,WPB,40,129
JAX,CBS,40,112
BHM,JAX,134,214
DOT,MBL,86,161
CBS,PEN,86,165
JAX,TPA,136,205
MBL,TPA,86,167
TPA,HNT,40,127
CHS,TFT,90,173
BHM,TFT,88,161
SAV,PEN,42,125
MBL,HNT,90,166
PEN,OCA,182,258
DOT,MIA,40,127
MIA,ATL,42,126
OCA,TAL,90,158
MBL,CHS,184,275
COL,BHM,134,211
MTG,TFT,42,120
MBL,JAX,38,116
PEN,JAX,42,118
PEN,BHM,40,111
MTG,FSC,138,218
COL,TFT,40,117
ATL,MTG,186,254
HNT,ATL,138,208
PEN,CHS,136,224
CBS,JAX,40,120
AUG,MIA,186,277
ATH,COL,38,112
TAL,PEN,136,204
TFT,MTG,86,162
TPA,ORL,38,102
ORL,BHM,138,227
MIA,DOT,136,221
ATH,JAX,90,169
FTM,PEN,90,177
FTM,MIA,134,211
MTG,ORL,88,172
ORL,ATH,90,172
ATH,WPB,38,127
ATL,TFT,88,156
ATH,ATL,138,203
MTG,TAL,182,251
TFT,MBL,186,270
SAV,CBS,90,166
SAV,TFT,182,255
TPA,MIA,134,205
TAL,PEN,184,252
TPA,MIA,86,157
TPA,ATL,40,117
TAL,MIA,138,220
TPA,ATH,138,220
HNT,FTM,40,136
CBS,TPA,184,268
CBS,COL,134,209
PEN,FSC,90,175
JAX,ORL,38,105
BHM,TPA,40,125
CHS,TPA,134,213
ATH,PEN,86,164
FTM,TPA,40,106
ATH,COL,186,260
JAX,ATH,138,216
SAV,FTM,86,164
SAV,TFT,186,259
OCA,PEN,184,260
CHS,BHM,42,125
WPB,COL,182,265
ATH,OCA,38,119
OCA,TFT,138,211
ATH,MIA,86,175
MIA,JAX,42,118
WPB,JAX,90,161
MTG,FTM,88,177
MTG,COL,182,259
BHM,FSC,86,166
OCA,GVL,182,264
MBL,COL,138,223
BHM,MTG,134,199
TAL,BHM,90,163
MBL,JAX,40,118
AUG,SAV,136,213
PEN,FTM,90,189
PEN,ATL,88,161
ATH,PEN,88,166
FTM,WPB,138,213
BHM,JAX,40,120
MIA,FTM,38,105
MIA,JAX,38,114
