Origin,Destination,Avail,Due
MIA,OCA,38,62
DOT,AUG,138,166
TPA,CBS,232,267
ATL,AUG,234,253
ATH,SAV,138,165
ATL,COL,230,251
BHM,FSC,182,214
ATL,OCA,38,66
TPA,TAL,90,115
FSC,ATL,136,160
SAV,HNT,230,262
TFT,HNT,230,259
BHM,MBL,134,157
AUG,MIA,232,275
OCA,TFT,86,111
JAX,WPB,86,109
TAL,GVL,86,117
GVL,MBL,184,220
OCA,ATL,230,256
CHS,HNT,86,123
CHS,WPB,136,169
PEN,OCA,86,114
CHS,TPA,184,215
JAX,GVL,88,117
MBL,ATL,232,260
CHS,BHM,38,73
MBL,CBS,182,213
ATH,MIA,182,223
DOT,BHM,88,109
ORL,DOT,134,162
MIA,TFT,232,267
PEN,JAX,184,212
AUG,MIA,186,229
TAL,FSC,232,267
MTG,CBS,186,211
GVL,MBL,134,170
JAX,COL,134,158
WPB,DOT,136,171
ATH,ATL,134,151
TAL,SAV,232,265
COL,CBS,40,67
JAX,ATH,134,164
TFT,DOT,40,69
MBL,TAL,86,108
TFT,TPA,138,166
FSC,HNT,90,124
ATH,CHS,184,216
BHM,SAV,134,164
FTM,DOT,232,268
DOT,MIA,42,81
JAX,COL,88,112
PEN,BHM,86,109
OCA,CHS,136,164
MBL,ATH,90,123
CHS,MTG,136,171
MIA,MTG,40,84
ORL,OCA,40,57
SAV,HNT,90,122
MBL,GVL,40,76
TPA,JAX,86,107
PEN,DOT,186,211
JAX,COL,90,114
SAV,CBS,138,166
TAL,CHS,90,120
CBS,ORL,184,220
OCA,TAL,138,158
HNT,FSC,90,124
MBL,WPB,134,175
WPB,FTM,40,67
ORL,OCA,42,59
ATL,GVL,88,108
AUG,OCA,38,73
TFT,DOT,186,215
HNT,MBL,86,114
GVL,DOT,134,163
ORL,HNT,136,175
OCA,FTM,42,72
BHM,ORL,134,173
FTM,ORL,40,62
DOT,ATL,230,251
MTG,FSC,86,118
GVL,MBL,38,74
MBL,JAX,86,116
OCA,TPA,134,161
FTM,PEN,90,129
MBL,TPA,90,123
PEN,OCA,38,66
CBS,HNT,40,65
WPB,ATH,90,131
SAV,CBS,184,212
OCA,MTG,86,120
GVL,DOT,38,67
FTM,FSC,186,233
FTM,FSC,232,279
ATH,FSC,88,117
FSC,ATL,86,110
TAL,SAV,86,119
TPA,HNT,234,273
ORL,TAL,134,157
DOT,MBL,88,115
PEN,SAV,88,123
CBS,GVL,186,212
ATL,SAV,230,252
BHM,PEN,90,113
ATH,OCA,88,121
TFT,MBL,42,78
GVL,TAL,40,71
HNT,ORL,134,174
DOT,MBL,90,117
ATH,WPB,186,227
TPA,MIA,230,253
FSC,BHM,186,218
TAL,DOT,136,153
MBL,TPA,42,75
CHS,HNT,38,75
DOT,OCA,40,65
ATL,JAX,88,114
TFT,GVL,230,258
FTM,HNT,88,133
TFT,FTM,186,217
ATL,DOT,42,63
MBL,FTM,232,271
TFT,ATL,136,156
OCA,ORL,234,251
WPB,AUG,90,133
ORL,TFT,134,160
TPA,DOT,186,216
ATL,PEN,230,255
GVL,TAL,136,167
AUG,MIA,42,85
ATL,TAL,234,257
MBL,TPA,88,121
TAL,DOT,232,249
AUG,CBS,90,115
ATH,CHS,234,266
PEN,MIA,186,228
MTG,GVL,90,118
DOT,AUG,182,210
DOT,OCA,38,63
TPA,OCA,230,247
CHS,HNT,186,223
BHM,TFT,88,113
MIA,OCA,234,258
ORL,MTG,184,221
SAV,AUG,40,69
ATL,MIA,134,170
PEN,JAX,38,66
CHS,JAX,42,64
WPB,FTM,186,213
JAX,ORL,186,205
CHS,PEN,42,80
WPB,OCA,138,167
DOT,PEN,234,259
CBS,BHM,38,58
WPB,MTG,88,132
COL,OCA,186,223
HNT,OCA,136,174
MTG,PEN,186,214
HNT,SAV,90,122
ORL,TFT,230,256
ATL,JAX,232,258
